alpha	precision	recall	pred.col	F1
Inf	NA	0	ABC.ABC.Score	NA
0.405871	1	0.00704225352112676	ABC.ABC.Score	0.013986013986014
0.317516	1	0.0140845070422535	ABC.ABC.Score	0.0277777777777778
0.271526	1	0.028169014084507	ABC.ABC.Score	0.0547945205479452
0.211993	1	0.0352112676056338	ABC.ABC.Score	0.0680272108843537
0.19954	1	0.0422535211267606	ABC.ABC.Score	0.0810810810810811
0.175227	1	0.0492957746478873	ABC.ABC.Score	0.0939597315436242
0.127193	1	0.0563380281690141	ABC.ABC.Score	0.106666666666667
0.122838	1	0.0633802816901408	ABC.ABC.Score	0.119205298013245
0.115792	1	0.0704225352112676	ABC.ABC.Score	0.131578947368421
0.108284	1	0.0774647887323944	ABC.ABC.Score	0.143790849673203
0.100855	1	0.0845070422535211	ABC.ABC.Score	0.155844155844156
0.092699	1	0.0915492957746479	ABC.ABC.Score	0.167741935483871
0.092345	1	0.0985915492957746	ABC.ABC.Score	0.179487179487179
0.088903	0.933333333333333	0.0985915492957746	ABC.ABC.Score	0.178343949044586
0.077682	0.9375	0.105633802816901	ABC.ABC.Score	0.189873417721519
0.074702	0.941176470588235	0.112676056338028	ABC.ABC.Score	0.20125786163522
0.072567	0.944444444444444	0.119718309859155	ABC.ABC.Score	0.2125
0.071664	0.947368421052632	0.126760563380282	ABC.ABC.Score	0.22360248447205
0.067592	0.95	0.133802816901408	ABC.ABC.Score	0.234567901234568
0.066507	0.952380952380952	0.140845070422535	ABC.ABC.Score	0.245398773006135
0.063954	0.909090909090909	0.140845070422535	ABC.ABC.Score	0.24390243902439
0.063637	0.91304347826087	0.147887323943662	ABC.ABC.Score	0.254545454545455
0.063378	0.875	0.147887323943662	ABC.ABC.Score	0.253012048192771
0.06316	0.84	0.147887323943662	ABC.ABC.Score	0.251497005988024
0.061234	0.846153846153846	0.154929577464789	ABC.ABC.Score	0.261904761904762
0.061145	0.814814814814815	0.154929577464789	ABC.ABC.Score	0.260355029585799
0.05993	0.821428571428571	0.161971830985915	ABC.ABC.Score	0.270588235294118
0.059744	0.827586206896552	0.169014084507042	ABC.ABC.Score	0.280701754385965
0.058503	0.833333333333333	0.176056338028169	ABC.ABC.Score	0.290697674418605
0.056499	0.838709677419355	0.183098591549296	ABC.ABC.Score	0.300578034682081
