alpha	precision	recall	pred.col	F1
Inf	NA	0	ABC.ABC.Score	NA
0.211993	1	0.0555555555555556	ABC.ABC.Score	0.105263157894737
0.100855	1	0.111111111111111	ABC.ABC.Score	0.2
0.056499	1	0.166666666666667	ABC.ABC.Score	0.285714285714286
0.05274	0.75	0.166666666666667	ABC.ABC.Score	0.272727272727273
0.048453	0.8	0.222222222222222	ABC.ABC.Score	0.347826086956522
0.041027	0.833333333333333	0.277777777777778	ABC.ABC.Score	0.416666666666667
0.040986	0.857142857142857	0.333333333333333	ABC.ABC.Score	0.48
0.036917	0.875	0.388888888888889	ABC.ABC.Score	0.538461538461539
0.032884	0.888888888888889	0.444444444444444	ABC.ABC.Score	0.592592592592593
0.031284	0.9	0.5	ABC.ABC.Score	0.642857142857143
0.024688	0.818181818181818	0.5	ABC.ABC.Score	0.620689655172414
0.02224	0.75	0.5	ABC.ABC.Score	0.6
0.021624	0.769230769230769	0.555555555555556	ABC.ABC.Score	0.645161290322581
0.015294	0.714285714285714	0.555555555555556	ABC.ABC.Score	0.625
0.014808	0.733333333333333	0.611111111111111	ABC.ABC.Score	0.666666666666667
0.01469	0.75	0.666666666666667	ABC.ABC.Score	0.705882352941177
0.014388	0.764705882352941	0.722222222222222	ABC.ABC.Score	0.742857142857143
0.014124	0.722222222222222	0.722222222222222	ABC.ABC.Score	0.722222222222222
0.014099	0.736842105263158	0.777777777777778	ABC.ABC.Score	0.756756756756757
0.013738	0.75	0.833333333333333	ABC.ABC.Score	0.789473684210526
0.013337	0.714285714285714	0.833333333333333	ABC.ABC.Score	0.769230769230769
0.012886	0.652173913043478	0.833333333333333	ABC.ABC.Score	0.731707317073171
0.012673	0.666666666666667	0.888888888888889	ABC.ABC.Score	0.761904761904762
0.012536	0.68	0.944444444444444	ABC.ABC.Score	0.790697674418605
0.01129	0.62962962962963	0.944444444444444	ABC.ABC.Score	0.755555555555556
0.008721	0.607142857142857	0.944444444444444	ABC.ABC.Score	0.739130434782609
0.006008	0.586206896551724	0.944444444444444	ABC.ABC.Score	0.723404255319149
0.005697	0.566666666666667	0.944444444444444	ABC.ABC.Score	0.708333333333333
0.003544	0.548387096774194	0.944444444444444	ABC.ABC.Score	0.693877551020408
0.003297	0.53125	0.944444444444444	ABC.ABC.Score	0.68
0.00304	0.515151515151515	0.944444444444444	ABC.ABC.Score	0.666666666666667
0.002998	0.5	0.944444444444444	ABC.ABC.Score	0.653846153846154
0.002612	0.485714285714286	0.944444444444444	ABC.ABC.Score	0.641509433962264
0.002393	0.472222222222222	0.944444444444444	ABC.ABC.Score	0.62962962962963
0.002272	0.459459459459459	0.944444444444444	ABC.ABC.Score	0.618181818181818
0.00203	0.447368421052632	0.944444444444444	ABC.ABC.Score	0.607142857142857
0.001674	0.435897435897436	0.944444444444444	ABC.ABC.Score	0.596491228070176
0.001506	0.45	1	ABC.ABC.Score	0.620689655172414
0.001434	0.439024390243902	1	ABC.ABC.Score	0.610169491525424
0.001285	0.428571428571429	1	ABC.ABC.Score	0.6
0.001218	0.418604651162791	1	ABC.ABC.Score	0.590163934426229
0.001177	0.409090909090909	1	ABC.ABC.Score	0.580645161290323
0.001113	0.4	1	ABC.ABC.Score	0.571428571428571
0.001027	0.391304347826087	1	ABC.ABC.Score	0.5625
0.000875	0.382978723404255	1	ABC.ABC.Score	0.553846153846154
0.000796	0.375	1	ABC.ABC.Score	0.545454545454546
0.000793	0.36734693877551	1	ABC.ABC.Score	0.537313432835821
0.000781	0.36	1	ABC.ABC.Score	0.529411764705882
0.000738	0.352941176470588	1	ABC.ABC.Score	0.521739130434783
0.00066	0.346153846153846	1	ABC.ABC.Score	0.514285714285714
0.00057	0.339622641509434	1	ABC.ABC.Score	0.507042253521127
0.000532	0.333333333333333	1	ABC.ABC.Score	0.5
0.00052	0.327272727272727	1	ABC.ABC.Score	0.493150684931507
0.000467	0.315789473684211	1	ABC.ABC.Score	0.48
0.000449	0.310344827586207	1	ABC.ABC.Score	0.473684210526316
0.000446	0.305084745762712	1	ABC.ABC.Score	0.467532467532468
0.000426	0.3	1	ABC.ABC.Score	0.461538461538461
0.000401	0.295081967213115	1	ABC.ABC.Score	0.455696202531646
0.000375	0.290322580645161	1	ABC.ABC.Score	0.45
0.000361	0.285714285714286	1	ABC.ABC.Score	0.444444444444444
0.000359	0.28125	1	ABC.ABC.Score	0.439024390243902
0.000357	0.276923076923077	1	ABC.ABC.Score	0.433734939759036
0.00032	0.272727272727273	1	ABC.ABC.Score	0.428571428571429
0.000318	0.26865671641791	1	ABC.ABC.Score	0.423529411764706
0.000299	0.264705882352941	1	ABC.ABC.Score	0.418604651162791
0	0.257142857142857	1	ABC.ABC.Score	0.409090909090909
Inf	NA	0	hardcode.distance	NA
-1635	1	0.0555555555555556	hardcode.distance	0.105263157894737
-13311	1	0.111111111111111	hardcode.distance	0.2
-15496	1	0.166666666666667	hardcode.distance	0.285714285714286
-22047	1	0.222222222222222	hardcode.distance	0.363636363636364
-24259	1	0.277777777777778	hardcode.distance	0.434782608695652
-27303	1	0.333333333333333	hardcode.distance	0.5
-29670.5	1	0.388888888888889	hardcode.distance	0.56
-30633	1	0.444444444444444	hardcode.distance	0.615384615384615
-30845	1	0.5	hardcode.distance	0.666666666666667
-32878	1	0.555555555555556	hardcode.distance	0.714285714285714
-33793.5	1	0.611111111111111	hardcode.distance	0.758620689655172
-41517.5	0.916666666666667	0.611111111111111	hardcode.distance	0.733333333333333
-44568	0.923076923076923	0.666666666666667	hardcode.distance	0.774193548387097
-51758	0.857142857142857	0.666666666666667	hardcode.distance	0.75
-53245	0.8	0.666666666666667	hardcode.distance	0.727272727272727
-53271	0.75	0.666666666666667	hardcode.distance	0.705882352941177
-60894	0.764705882352941	0.722222222222222	hardcode.distance	0.742857142857143
-61980	0.777777777777778	0.777777777777778	hardcode.distance	0.777777777777778
-66126	0.736842105263158	0.777777777777778	hardcode.distance	0.756756756756757
-79796.5	0.7	0.777777777777778	hardcode.distance	0.736842105263158
-80884.5	0.666666666666667	0.777777777777778	hardcode.distance	0.717948717948718
-84103	0.636363636363636	0.777777777777778	hardcode.distance	0.7
-88934.5	0.652173913043478	0.833333333333333	hardcode.distance	0.731707317073171
-97356	0.625	0.833333333333333	hardcode.distance	0.714285714285714
-98405.5	0.6	0.833333333333333	hardcode.distance	0.697674418604651
-99159	0.576923076923077	0.833333333333333	hardcode.distance	0.681818181818182
-102296	0.592592592592593	0.888888888888889	hardcode.distance	0.711111111111111
-102522	0.571428571428571	0.888888888888889	hardcode.distance	0.695652173913043
-104546	0.551724137931034	0.888888888888889	hardcode.distance	0.680851063829787
-105080	0.533333333333333	0.888888888888889	hardcode.distance	0.666666666666667
-118299	0.516129032258065	0.888888888888889	hardcode.distance	0.653061224489796
-120114	0.5	0.888888888888889	hardcode.distance	0.64
-139373	0.484848484848485	0.888888888888889	hardcode.distance	0.627450980392157
-140312	0.470588235294118	0.888888888888889	hardcode.distance	0.615384615384615
-144852.5	0.457142857142857	0.888888888888889	hardcode.distance	0.60377358490566
-147938	0.444444444444444	0.888888888888889	hardcode.distance	0.592592592592593
-148617	0.432432432432432	0.888888888888889	hardcode.distance	0.581818181818182
-150554	0.421052631578947	0.888888888888889	hardcode.distance	0.571428571428571
-151847	0.41025641025641	0.888888888888889	hardcode.distance	0.56140350877193
-153087	0.4	0.888888888888889	hardcode.distance	0.551724137931034
-153240	0.390243902439024	0.888888888888889	hardcode.distance	0.542372881355932
-153737	0.380952380952381	0.888888888888889	hardcode.distance	0.533333333333333
-161877.5	0.372093023255814	0.888888888888889	hardcode.distance	0.524590163934426
-168437	0.363636363636364	0.888888888888889	hardcode.distance	0.516129032258065
-171616	0.355555555555556	0.888888888888889	hardcode.distance	0.507936507936508
-189422	0.369565217391304	0.944444444444444	hardcode.distance	0.53125
-195352	0.361702127659574	0.944444444444444	hardcode.distance	0.523076923076923
-197357	0.354166666666667	0.944444444444444	hardcode.distance	0.515151515151515
-209482	0.346938775510204	0.944444444444444	hardcode.distance	0.507462686567164
-214860	0.34	0.944444444444444	hardcode.distance	0.5
-230699	0.333333333333333	0.944444444444444	hardcode.distance	0.492753623188406
-248718.5	0.326923076923077	0.944444444444444	hardcode.distance	0.485714285714286
-253617.5	0.320754716981132	0.944444444444444	hardcode.distance	0.47887323943662
-256782	0.314814814814815	0.944444444444444	hardcode.distance	0.472222222222222
-262278	0.309090909090909	0.944444444444444	hardcode.distance	0.465753424657534
-263228	0.303571428571429	0.944444444444444	hardcode.distance	0.459459459459459
-263475	0.298245614035088	0.944444444444444	hardcode.distance	0.453333333333333
-268282	0.293103448275862	0.944444444444444	hardcode.distance	0.447368421052632
-276171	0.288135593220339	0.944444444444444	hardcode.distance	0.441558441558442
-278467.5	0.283333333333333	0.944444444444444	hardcode.distance	0.435897435897436
-279794.5	0.278688524590164	0.944444444444444	hardcode.distance	0.430379746835443
-324021	0.274193548387097	0.944444444444444	hardcode.distance	0.425
-324728	0.26984126984127	0.944444444444444	hardcode.distance	0.419753086419753
-354940	0.265625	0.944444444444444	hardcode.distance	0.414634146341463
-356092	0.261538461538462	0.944444444444444	hardcode.distance	0.409638554216868
-365970.5	0.257575757575758	0.944444444444444	hardcode.distance	0.404761904761905
-372737	0.253731343283582	0.944444444444444	hardcode.distance	0.4
-373909.5	0.25	0.944444444444444	hardcode.distance	0.395348837209302
-394163	0.246376811594203	0.944444444444444	hardcode.distance	0.390804597701149
-525435.5	0.257142857142857	1	hardcode.distance	0.409090909090909
